gate_block_above_0_9,gate_block_below_0_5,gate_block_mean,gate_candidate_norm_spearman,gate_ff_above_0_9,gate_ff_below_0_5,gate_ff_mean,gate_sa_above_0_9,gate_sa_below_0_5,gate_sa_mean,gate_utility_block_spearman,gate_utility_ff_spearman,gate_utility_sa_spearman,layer,n,seed,task_family,utility_block_mean,utility_ff_mean,utility_sa_mean,variant
0.38333333333333336,0.26666666666666666,0.7247916044046482,0.8878021672686859,1.0,0.0,1.0,1.0,0.0,1.0,0.6627396499027509,,,13,60,11,first,0.0010466593434102834,0.0006176755802395443,0.00027482399018481375,gated
0.31666666666666665,0.21666666666666667,0.6858510265126825,0.7508196721311476,1.0,0.0,1.0,1.0,0.0,1.0,0.6857460405668243,,,13,60,22,first,0.0022141101537272332,0.0017019568981292347,0.0002532157542494436,gated
0.4166666666666667,0.13333333333333333,0.7650754374762376,0.8860238955265354,1.0,0.0,1.0,1.0,0.0,1.0,0.6434009447068632,,,13,60,33,first,0.001186327077448368,0.0004215333533162872,0.0005039449160297711,gated
0.6166666666666667,0.016666666666666666,0.8519809981187184,0.7443178660739096,1.0,0.0,1.0,1.0,0.0,1.0,0.5812725757154766,,,13,60,44,first,0.0027942085250591236,0.0006054239153551558,0.002003952596957485,gated
0.26666666666666666,0.48333333333333334,0.5329304790124297,0.8066685190330648,1.0,0.0,1.0,1.0,0.0,1.0,0.7422617393720479,,,13,60,55,first,0.00020438913876811662,0.00012560756877064705,5.719992720211546e-05,gated
0.18333333333333332,0.2833333333333333,0.6850444868206977,0.8599055293136985,1.0,0.0,1.0,1.0,0.0,1.0,0.6354542928591277,,,14,60,11,first,0.0006851439131423831,0.0005153568228706718,9.327584023897847e-05,gated
0.05,0.2,0.644234050810337,0.7691025284801335,1.0,0.0,1.0,1.0,0.0,1.0,0.28357877188107816,,,14,60,22,first,0.0006721373220595221,0.0004908270396602651,0.00010384855947146814,gated
0.75,0.06666666666666667,0.8856940155227979,0.7900527924423453,1.0,0.0,1.0,1.0,0.0,1.0,0.5852736871353156,,,14,60,33,first,0.0009458819792295495,0.0005098418487856786,0.00028587684889013566,gated
0.11666666666666667,0.43333333333333335,0.49635862549766896,0.884301194776327,1.0,0.0,1.0,1.0,0.0,1.0,0.694303973325924,,,14,60,44,first,-0.0004223631229251623,0.0003195385138193766,-0.0007911116583272815,gated
0.21666666666666667,0.5666666666666667,0.4790176754817367,0.8913031397610448,1.0,0.0,1.0,1.0,0.0,1.0,0.802122841461703,,,14,60,55,first,0.00014859959483146668,7.385258795693517e-05,4.786639474332333e-05,gated
0.21666666666666667,0.23333333333333334,0.7039644663532575,0.9160878021672689,1.0,0.0,1.0,1.0,0.0,1.0,0.8790219505418174,,,15,60,11,first,0.0007087369565851986,0.0004468671899909774,0.0001801030826754868,gated
0.1,0.0,0.7754739969968796,0.6140038899694361,1.0,0.0,1.0,1.0,0.0,1.0,0.4302306196165603,,,15,60,22,first,0.0014257853385061026,0.0014848608019140859,-4.0633751389880975e-05,gated
0.23333333333333334,0.6,0.4831399644414584,0.8872464573492639,1.0,0.0,1.0,1.0,0.0,1.0,0.7771603223117535,,,15,60,33,first,0.0002533972884217898,6.541156132395069e-05,0.00012333979442094762,gated
0.4666666666666667,0.08333333333333333,0.8137508874138196,0.7857738260627953,1.0,0.0,1.0,1.0,0.0,1.0,0.7355932203389832,,,15,60,44,first,0.0005724005517549813,0.0007878185987162093,-0.0002316283682982127,gated
0.36666666666666664,0.38333333333333336,0.6115121594397351,0.8604612392331206,1.0,0.0,1.0,1.0,0.0,1.0,0.8624617949430399,,,15,60,55,first,0.0004468861734494567,0.0002758316230028868,8.195236635704835e-05,gated
0.0,0.0,0.7611982415119807,-0.009030750900865601,1.0,0.0,1.0,1.0,0.0,1.0,-0.06548696693640117,,,0,60,11,last,0.003988614798678706,0.0016156268888153137,0.00018151326415439447,gated
1.0,0.0,0.930211748679479,-0.26520118173473645,1.0,0.0,1.0,1.0,0.0,1.0,0.26909954935964425,,,0,60,22,last,1.199567805766128,-0.0009335269181368252,1.550712486410824,gated
0.15,0.0,0.8509997189044952,0.5316363791205228,1.0,0.0,1.0,1.0,0.0,1.0,0.05443691769745383,,,0,60,33,last,0.0812962869531475,0.001579198380932212,0.06613104223506525,gated
1.0,0.0,0.9727466394503911,-0.4426750690039213,1.0,0.0,1.0,1.0,0.0,1.0,0.01612634089440286,,,0,60,44,last,1.9869435962677622,0.004265155418155094,2.29663825747557,gated
1.0,0.0,0.9454295009374618,0.8210410951019892,1.0,0.0,1.0,1.0,0.0,1.0,-0.22299223730677764,,,0,60,55,last,0.04596014013513923,0.013426631231171389,0.005010348337236792,gated
0.0,0.0,0.734040129184723,0.019672131147540985,1.0,0.0,1.0,1.0,0.0,1.0,0.14248402333981663,,,1,60,11,last,0.002743035826521615,0.0018215784104540945,0.0004592763415227334,gated
0.0,0.0,0.6647621999184291,0.3985551542095027,1.0,0.0,1.0,1.0,0.0,1.0,0.16821339260905813,,,1,60,22,last,-0.002953033083273719,0.00202800080490609,-0.002767627189556758,gated
0.5333333333333333,0.0,0.8857353876034418,0.0961933870519589,1.0,0.0,1.0,1.0,0.0,1.0,0.013448180050013895,,,1,60,33,last,0.15698318413536375,0.008448855912623307,0.0029739401342036825,gated
0.0,0.0,0.8651140163342158,0.2926924145596,1.0,0.0,1.0,1.0,0.0,1.0,0.08602389552653517,,,1,60,44,last,0.0014240145799703896,0.0015526835961888234,0.00041241929090271394,gated
1.0,0.0,0.9620773047208786,0.6772436787996667,1.0,0.0,1.0,1.0,0.0,1.0,-0.11136426785218118,,,1,60,55,last,0.01983121148465822,0.0013002744953458508,0.03380493712223445,gated
0.0,0.0,0.7847955862681071,0.13881633787163103,1.0,0.0,1.0,1.0,0.0,1.0,-0.08302306196165603,,,2,60,11,last,0.042620273993816224,0.0017448262544348836,0.06615192643754805,gated
0.1,0.0,0.858012447754542,0.11003056404556824,1.0,0.0,1.0,1.0,0.0,1.0,0.16421228118921927,,,2,60,22,last,0.009646043984685094,0.004769123217556626,0.001276126476780822,gated
0.0,0.0,0.7294357826312383,-0.06735204223395388,1.0,0.0,1.0,1.0,0.0,1.0,0.09630452903584331,,,2,60,33,last,0.0011952918721362948,0.0017809915356338025,-0.00041308323464666805,gated
0.9833333333333333,0.0,0.933628190557162,0.13887190886357323,1.0,0.0,1.0,1.0,0.0,1.0,-0.06268407891080857,,,2,60,44,last,0.027633360924664885,0.0010700439568608999,0.02773917940988516,gated
0.016666666666666666,0.0,0.8536875357230505,-0.14231731036399003,1.0,0.0,1.0,1.0,0.0,1.0,-0.0648513475965546,,,2,60,55,last,0.01430101531247298,0.0014733406443459293,0.0003054567612707615,gated
0.6,0.0,0.90472491979599,-0.39394276187829963,1.0,0.0,1.0,1.0,0.0,1.0,-0.030730758544040022,,,3,60,11,last,0.008629778877366334,0.0035204802406951785,0.0058969165159699815,gated
1.0,0.0,0.9508359134197235,-0.3744373437065852,1.0,0.0,1.0,1.0,0.0,1.0,0.17843845512642403,,,3,60,22,last,0.7745040729486694,-0.001868661493062973,0.9598488154044996,gated
1.0,0.0,0.9673308968544007,0.32431230897471525,1.0,0.0,1.0,1.0,0.0,1.0,-0.13131425395943322,,,3,60,33,last,0.6118788691276374,0.006230521163282295,0.38120066199529296,gated
1.0,0.0,0.958536809682846,0.07685468185607114,1.0,0.0,1.0,1.0,0.0,1.0,-0.017727146429563773,,,3,60,44,last,0.047854612379645306,0.0003362517493466536,0.07262238037850087,gated
0.08333333333333333,0.0,0.8249399016300837,-0.13992775771047516,1.0,0.0,1.0,1.0,0.0,1.0,-0.008335648791330925,,,3,60,55,last,0.13175875704037027,0.0026067267560089626,0.05955087058634187,gated
0.8,0.0,0.9247936199108759,-0.298916365657127,1.0,0.0,1.0,1.0,0.0,1.0,-0.007224228952486803,,,4,60,11,last,0.6178323893536193,0.001666948482549439,0.6187016297713853,gated
0.6666666666666666,0.0,0.9024507333834966,0.3866073909419284,1.0,0.0,1.0,1.0,0.0,1.0,0.11180883578771883,,,4,60,22,last,0.00815800561492021,-0.0011799143045209347,0.005136066046543419,gated
0.7666666666666667,0.0,0.9282967388629914,0.7761044734648515,1.0,0.0,1.0,1.0,0.0,1.0,0.5009169213670465,,,4,60,33,last,0.021661578339990228,-0.00042664812644943595,0.0169513983768411,gated
0.4166666666666667,0.0,0.8476008613904317,0.6028341205890526,1.0,0.0,1.0,1.0,0.0,1.0,0.37843845512642404,,,4,60,44,last,0.001575064150771747,0.0005395946830200652,0.0018223279116985698,gated
1.0,0.0,0.963264325261116,0.4467907752153378,1.0,0.0,1.0,1.0,0.0,1.0,0.18182828563489864,,,4,60,55,last,0.021880963262325772,0.0012007072373914221,0.01889822576971104,gated
0.6833333333333333,0.0,0.9107158601284027,0.47852181161433743,1.0,0.0,1.0,1.0,0.0,1.0,0.09630452903584331,,,5,60,11,last,0.12064608327733974,0.0011349249243115386,0.07337859362208594,gated
0.6166666666666667,0.0,0.9001527905464173,0.02678521811614338,1.0,0.0,1.0,1.0,0.0,1.0,-0.06935259794387331,,,5,60,22,last,0.010869121047047276,0.005609992433649799,0.005208034762957444,gated
1.0,0.0,0.9578678727149963,-0.01733814948596833,1.0,0.0,1.0,1.0,0.0,1.0,0.15887746596276747,,,5,60,33,last,0.012377715324206898,0.00015218061938260992,0.009724243582847217,gated
0.75,0.06666666666666667,0.8895369750758012,0.3311475409836066,1.0,0.0,1.0,1.0,0.0,1.0,0.44795776604612403,,,5,60,44,last,0.006055478289878616,0.0003433862118981779,0.008839969410716245,gated
0.9666666666666667,0.0,0.9414712021748225,-0.020116699083078636,1.0,0.0,1.0,1.0,0.0,1.0,0.015170880800222287,,,5,60,55,last,0.004313590393091242,1.651832911496361e-05,0.00280993600608781,gated
1.0,0.0,0.9473740696907044,0.7232008891358712,1.0,0.0,1.0,1.0,0.0,1.0,0.2615170880800223,,,6,60,11,last,0.004282141775668909,0.00018980352130408087,0.00323994131370758,gated
0.55,0.0,0.879906157652537,0.5923867741039179,1.0,0.0,1.0,1.0,0.0,1.0,-0.022061683801055852,,,6,60,22,last,0.01770644310163334,0.00016113475042705733,0.01472638479511564,gated
0.9,0.0,0.9490920692682266,0.4311753264795778,1.0,0.0,1.0,1.0,0.0,1.0,0.5661572659071965,,,6,60,33,last,0.009007637369601676,0.0004083117004483938,0.006047645556585242,gated
0.48333333333333334,0.15,0.7609543864925702,0.9143095304251183,1.0,0.0,1.0,1.0,0.0,1.0,0.5711030841900528,,,6,60,44,last,0.002489111848020305,0.0005287011697267493,0.0008785173335733513,gated
0.9333333333333333,0.0,0.9508606741825739,0.43134203945540434,1.0,0.0,1.0,1.0,0.0,1.0,0.10075020839121981,,,6,60,55,last,0.002352251042611897,6.389889555672804e-06,0.001688143420809259,gated
0.7333333333333333,0.0,0.9259056806564331,0.7630452903584329,1.0,0.0,1.0,1.0,0.0,1.0,0.5889413726035011,,,7,60,11,last,0.028009857706880817,-8.999829490979513e-05,0.032493417725587885,gated
0.25,0.06666666666666667,0.7871484145522117,0.3884412336760212,1.0,0.0,1.0,1.0,0.0,1.0,0.39916643512086697,,,7,60,22,last,0.0030341123036729794,-0.00032798479854439697,0.00400449779893582,gated
0.48333333333333334,0.0,0.8782111138105393,0.7472631286468465,1.0,0.0,1.0,1.0,0.0,1.0,0.49347040844679085,,,7,60,33,last,0.0020708927147400874,0.0006812041120914121,0.001455013919621706,gated
0.9,0.06666666666666667,0.9167681448161602,0.2333425951653237,1.0,0.0,1.0,1.0,0.0,1.0,-0.036065573770491806,,,7,60,44,last,0.0013935817871242762,0.0008065898126612107,0.0006011634871053199,gated
0.31666666666666665,0.26666666666666666,0.7061463907361031,0.806168380105585,1.0,0.0,1.0,1.0,0.0,1.0,0.5005834954153933,,,7,60,55,last,0.000349516305141151,0.0002196377298484246,0.00043269938711697854,gated
0.5,0.016666666666666666,0.8763269384702047,0.3625451514309531,1.0,0.0,1.0,1.0,0.0,1.0,0.2939149763823285,,,8,60,11,last,0.0022635147402373453,0.0007246732556571563,0.0013657424909373124,gated
0.6166666666666667,0.1,0.8248426742851734,0.35459849958321765,1.0,0.0,1.0,1.0,0.0,1.0,0.34109474854126154,,,8,60,22,last,0.003524847763280074,0.0014226175068567197,0.0008228147790456812,gated
