ci95_high,ci95_low,layer,mean_correct_minus_incorrect,median_correct_minus_incorrect,metric,model_variant,paired_effect_size_dz,raw_n_correct,raw_n_incorrect,seed_n,std_correct_minus_incorrect,task_family,token_bin
0.1711440086364746,-0.16824908554553986,0,0.008089384064078331,0.09622224748745634,candidate_update_norm,baseline,0.03729215997606801,1183,162,5,0.21691916127329816,maximum,9
0.1711440086364746,-0.16824910044670105,0,0.008089366368949413,0.09622222637863498,effective_displacement,baseline,0.03729207701588208,1183,162,5,0.2169191693319813,maximum,9
0.1711440086364746,-0.16824908554553986,0,0.008089384064078331,0.09622224748745634,effective_update_norm,baseline,0.03729215997606801,1183,162,5,0.21691916127329816,maximum,9
0.013904595747590065,-0.012853240594267845,0,0.0011776704341173172,0.009425619955609421,relative_update_norm,baseline,0.0676091739678511,1183,162,5,0.017418796370405477,maximum,9
0.006016268394887447,-0.00924760289490223,0,-0.002054219599813223,-0.005691950462015538,representation_direction_cosine,baseline,-0.2041844176028317,1183,162,5,0.010060609051024539,maximum,9
0.05813514441251755,-0.09092126041650772,0,-0.011639433912932873,0.01613843195062259,residual_norm,baseline,-0.12174985017320816,1183,162,5,0.09560121754871946,maximum,9
0.022290188819169998,-0.027472686022520065,1,-0.005456523038446903,-0.006167009273446267,attention_entropy,baseline,-0.17055461875031758,1544,211,5,0.03199281894813384,maximum,0
0.0,0.0,1,0.0,0.0,attention_evidence_mass,baseline,0.0,1544,211,5,0.0,maximum,0
0.005101601593196392,-0.023661727085709572,1,-0.005648492369800806,0.0007575421949471972,candidate_cosine,baseline,-0.2797083504727326,1544,211,5,0.020194221446211164,maximum,0
-0.00012941149179823697,-0.009044216945767403,1,-0.004527056589722633,-0.006071861993164895,candidate_dominance,baseline,-0.778511541348749,1544,211,5,0.0058150153842030875,maximum,0
0.006562790367752314,-0.0016036180313676596,1,0.001569868065416813,-0.00022266362563216902,candidate_novelty,baseline,0.28961611646401364,1544,211,5,0.005420513487245374,maximum,0
