component,layer_i,layer_j,matrix,model_variant,run_id,seed,task_family,value
sa,0,3,update_cosine,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.1648317575454712
sa,1,0,update_cosine,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.0886768251657486
sa,1,1,update_cosine,baseline,cycleA-e1-baseline-seed-55,55,maximum,1.0
sa,1,2,update_cosine,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.09969445317983627
sa,1,3,update_cosine,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.05603500455617905
sa,2,0,update_cosine,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.28449663519859314
sa,2,1,update_cosine,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.09969445317983627
sa,2,2,update_cosine,baseline,cycleA-e1-baseline-seed-55,55,maximum,1.0
sa,2,3,update_cosine,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.01731577143073082
sa,3,0,update_cosine,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.1648317575454712
sa,3,1,update_cosine,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.05603500455617905
sa,3,2,update_cosine,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.01731577143073082
sa,3,3,update_cosine,baseline,cycleA-e1-baseline-seed-55,55,maximum,1.0
sa,0,0,update_cancellation,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.0
sa,0,1,update_cancellation,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.25063350796699524
sa,0,2,update_cancellation,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.18390774726867676
sa,0,3,update_cancellation,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.2185545563697815
sa,1,0,update_cancellation,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.25063350796699524
sa,1,1,update_cancellation,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.0
sa,1,2,update_cancellation,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.23107464611530304
sa,1,3,update_cancellation,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.241860494017601
sa,2,0,update_cancellation,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.18390774726867676
sa,2,1,update_cancellation,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.23107464611530304
sa,2,2,update_cancellation,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.0
sa,2,3,update_cancellation,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.27793675661087036
sa,3,0,update_cancellation,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.2185545563697815
sa,3,1,update_cancellation,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.241860494017601
sa,3,2,update_cancellation,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.27793675661087036
sa,3,3,update_cancellation,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.0
sa,0,0,residual_state_cka,baseline,cycleA-e1-baseline-seed-55,55,maximum,1.0
sa,0,1,residual_state_cka,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.8892664313316345
sa,0,2,residual_state_cka,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.6180771589279175
sa,0,3,residual_state_cka,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.4433777630329132
sa,1,0,residual_state_cka,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.8892664313316345
sa,1,1,residual_state_cka,baseline,cycleA-e1-baseline-seed-55,55,maximum,1.0
sa,1,2,residual_state_cka,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.7473461031913757
sa,1,3,residual_state_cka,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.5697944164276123
sa,2,0,residual_state_cka,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.6180771589279175
sa,2,1,residual_state_cka,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.7473461031913757
sa,2,2,residual_state_cka,baseline,cycleA-e1-baseline-seed-55,55,maximum,1.0
sa,2,3,residual_state_cka,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.8303450345993042
sa,3,0,residual_state_cka,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.44337767362594604
sa,3,1,residual_state_cka,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.5697944164276123
sa,3,2,residual_state_cka,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.8303449153900146
sa,3,3,residual_state_cka,baseline,cycleA-e1-baseline-seed-55,55,maximum,1.0
sa,0,0,update_cka,baseline,cycleA-e1-baseline-seed-55,55,maximum,1.0
sa,0,1,update_cka,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.09536111354827881
sa,0,2,update_cka,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.1450246423482895
sa,0,3,update_cka,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.5681634545326233
sa,1,0,update_cka,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.09536108374595642
sa,1,1,update_cka,baseline,cycleA-e1-baseline-seed-55,55,maximum,1.0
sa,1,2,update_cka,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.20175708830356598
sa,1,3,update_cka,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.09271054714918137
sa,2,0,update_cka,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.14502467215061188
sa,2,1,update_cka,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.20175710320472717
sa,2,2,update_cka,baseline,cycleA-e1-baseline-seed-55,55,maximum,1.0
sa,2,3,update_cka,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.12261465936899185
sa,3,0,update_cka,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.5681635141372681
sa,3,1,update_cka,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.09271053969860077
sa,3,2,update_cka,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.12261465936899185
sa,3,3,update_cka,baseline,cycleA-e1-baseline-seed-55,55,maximum,1.0
sa,0,0,residual_state_rsa,baseline,cycleA-e1-baseline-seed-55,55,maximum,1.0000003576278687
sa,0,1,residual_state_rsa,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.787726879119873
sa,0,2,residual_state_rsa,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.48680272698402405
sa,0,3,residual_state_rsa,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.2946047782897949
sa,1,0,residual_state_rsa,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.787726879119873
sa,1,1,residual_state_rsa,baseline,cycleA-e1-baseline-seed-55,55,maximum,1.0000001192092896
sa,1,2,residual_state_rsa,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.7162255048751831
sa,1,3,residual_state_rsa,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.429817795753479
sa,2,0,residual_state_rsa,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.48680272698402405
sa,2,1,residual_state_rsa,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.7162255048751831
sa,2,2,residual_state_rsa,baseline,cycleA-e1-baseline-seed-55,55,maximum,1.0000001192092896
sa,2,3,residual_state_rsa,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.7306682467460632
sa,3,0,residual_state_rsa,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.2946047782897949
sa,3,1,residual_state_rsa,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.429817795753479
sa,3,2,residual_state_rsa,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.7306682467460632
sa,3,3,residual_state_rsa,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.9999997615814209
sa,0,0,update_rsa,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.9999999403953552
sa,0,1,update_rsa,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.06645660847425461
sa,0,2,update_rsa,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.06463110446929932
sa,0,3,update_rsa,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.47615891695022583
sa,1,0,update_rsa,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.06645660847425461
sa,1,1,update_rsa,baseline,cycleA-e1-baseline-seed-55,55,maximum,1.000000238418579
sa,1,2,update_rsa,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.12270761281251907
sa,1,3,update_rsa,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.08197864890098572
sa,2,0,update_rsa,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.06463110446929932
sa,2,1,update_rsa,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.12270761281251907
sa,2,2,update_rsa,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.9999998211860657
sa,2,3,update_rsa,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.05507654324173927
sa,3,0,update_rsa,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.47615891695022583
sa,3,1,update_rsa,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.08197864890098572
sa,3,2,update_rsa,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.05507654324173927
sa,3,3,update_rsa,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.9999999403953552
ff,0,0,residual_state_cosine,baseline,cycleA-e1-baseline-seed-55,55,maximum,1.0
ff,0,1,residual_state_cosine,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.8315622210502625
ff,0,2,residual_state_cosine,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.6034085750579834
ff,0,3,residual_state_cosine,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.488850474357605
ff,1,0,residual_state_cosine,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.8315622210502625
ff,1,1,residual_state_cosine,baseline,cycleA-e1-baseline-seed-55,55,maximum,1.0
ff,1,2,residual_state_cosine,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.8088167905807495
ff,1,3,residual_state_cosine,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.6904005408287048
ff,2,0,residual_state_cosine,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.6034085750579834
ff,2,1,residual_state_cosine,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.8088167905807495
ff,2,2,residual_state_cosine,baseline,cycleA-e1-baseline-seed-55,55,maximum,1.0
ff,2,3,residual_state_cosine,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.8733187913894653
ff,3,0,residual_state_cosine,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.488850474357605
ff,3,1,residual_state_cosine,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.6904005408287048
ff,3,2,residual_state_cosine,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.8733187913894653
ff,3,3,residual_state_cosine,baseline,cycleA-e1-baseline-seed-55,55,maximum,1.0
ff,0,0,update_cosine,baseline,cycleA-e1-baseline-seed-55,55,maximum,1.0
ff,0,1,update_cosine,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.37936514616012573
ff,0,2,update_cosine,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.3166934549808502
ff,0,3,update_cosine,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.2853258550167084
ff,1,0,update_cosine,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.37936514616012573
ff,1,1,update_cosine,baseline,cycleA-e1-baseline-seed-55,55,maximum,1.0
ff,1,2,update_cosine,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.3298773765563965
ff,1,3,update_cosine,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.22794431447982788
ff,2,0,update_cosine,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.3166934549808502
ff,2,1,update_cosine,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.3298773765563965
ff,2,2,update_cosine,baseline,cycleA-e1-baseline-seed-55,55,maximum,1.0
ff,2,3,update_cosine,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.3540695011615753
ff,3,0,update_cosine,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.2853258550167084
ff,3,1,update_cosine,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.22794431447982788
ff,3,2,update_cosine,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.3540695011615753
ff,3,3,update_cosine,baseline,cycleA-e1-baseline-seed-55,55,maximum,1.0
ff,0,0,update_cancellation,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.0
ff,0,1,update_cancellation,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.16313281655311584
ff,0,2,update_cancellation,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.18503667414188385
ff,0,3,update_cancellation,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.19598017632961273
ff,1,0,update_cancellation,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.16313281655311584
ff,1,1,update_cancellation,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.0
ff,1,2,update_cancellation,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.1828128844499588
ff,1,3,update_cancellation,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.20464344322681427
ff,2,0,update_cancellation,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.18503667414188385
ff,2,1,update_cancellation,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.1828128844499588
ff,2,2,update_cancellation,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.0
ff,2,3,update_cancellation,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.16996821761131287
ff,3,0,update_cancellation,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.19598017632961273
ff,3,1,update_cancellation,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.20464344322681427
ff,3,2,update_cancellation,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.16996821761131287
ff,3,3,update_cancellation,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.0
ff,0,0,residual_state_cka,baseline,cycleA-e1-baseline-seed-55,55,maximum,1.0
ff,0,1,residual_state_cka,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.7723265290260315
ff,0,2,residual_state_cka,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.5835754871368408
ff,0,3,residual_state_cka,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.43819522857666016
ff,1,0,residual_state_cka,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.7723263502120972
ff,1,1,residual_state_cka,baseline,cycleA-e1-baseline-seed-55,55,maximum,1.0
ff,1,2,residual_state_cka,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.8576636910438538
ff,1,3,residual_state_cka,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.6016255617141724
ff,2,0,residual_state_cka,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.5835754871368408
ff,2,1,residual_state_cka,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.8576633334159851
ff,2,2,residual_state_cka,baseline,cycleA-e1-baseline-seed-55,55,maximum,1.0
ff,2,3,residual_state_cka,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.6988475322723389
ff,3,0,residual_state_cka,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.43819525837898254
ff,3,1,residual_state_cka,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.6016254425048828
ff,3,2,residual_state_cka,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.6988475918769836
ff,3,3,residual_state_cka,baseline,cycleA-e1-baseline-seed-55,55,maximum,1.0
ff,0,0,update_cka,baseline,cycleA-e1-baseline-seed-55,55,maximum,1.0
ff,0,1,update_cka,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.4705542027950287
ff,0,2,update_cka,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.33308377861976624
ff,0,3,update_cka,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.22868838906288147
ff,1,0,update_cka,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.4705541729927063
ff,1,1,update_cka,baseline,cycleA-e1-baseline-seed-55,55,maximum,1.0
ff,1,2,update_cka,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.5053086280822754
ff,1,3,update_cka,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.23069164156913757
ff,2,0,update_cka,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.33308377861976624
ff,2,1,update_cka,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.5053083896636963
ff,2,2,update_cka,baseline,cycleA-e1-baseline-seed-55,55,maximum,1.0
ff,2,3,update_cka,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.29678240418434143
ff,3,0,update_cka,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.22868841886520386
ff,3,1,update_cka,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.23069165647029877
ff,3,2,update_cka,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.2967824637889862
ff,3,3,update_cka,baseline,cycleA-e1-baseline-seed-55,55,maximum,1.0
ff,0,0,residual_state_rsa,baseline,cycleA-e1-baseline-seed-55,55,maximum,1.000000238418579
ff,0,1,residual_state_rsa,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.7248390316963196
ff,0,2,residual_state_rsa,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.45840656757354736
ff,0,3,residual_state_rsa,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.352211594581604
ff,1,0,residual_state_rsa,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.7248390316963196
ff,1,1,residual_state_rsa,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.9999998807907104
ff,1,2,residual_state_rsa,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.7697160840034485
ff,1,3,residual_state_rsa,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.5529347062110901
ff,2,0,residual_state_rsa,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.45840656757354736
ff,2,1,residual_state_rsa,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.7697160840034485
ff,2,2,residual_state_rsa,baseline,cycleA-e1-baseline-seed-55,55,maximum,1.000000238418579
ff,2,3,residual_state_rsa,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.6940600872039795
ff,3,0,residual_state_rsa,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.352211594581604
ff,3,1,residual_state_rsa,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.5529347062110901
ff,3,2,residual_state_rsa,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.6940600872039795
ff,3,3,residual_state_rsa,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.9999998211860657
ff,0,0,update_rsa,baseline,cycleA-e1-baseline-seed-55,55,maximum,1.0
ff,0,1,update_rsa,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.36008262634277344
ff,0,2,update_rsa,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.1618766188621521
ff,0,3,update_rsa,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.14770422875881195
ff,1,0,update_rsa,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.36008262634277344
ff,1,1,update_rsa,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.9999995827674866
ff,1,2,update_rsa,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.39005047082901
ff,1,3,update_rsa,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.18156211078166962
ff,2,0,update_rsa,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.1618766188621521
ff,2,1,update_rsa,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.39005047082901
ff,2,2,update_rsa,baseline,cycleA-e1-baseline-seed-55,55,maximum,1.000000238418579
ff,2,3,update_rsa,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.23731547594070435
ff,3,0,update_rsa,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.14770422875881195
ff,3,1,update_rsa,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.18156211078166962
ff,3,2,update_rsa,baseline,cycleA-e1-baseline-seed-55,55,maximum,0.23731547594070435
ff,3,3,update_rsa,baseline,cycleA-e1-baseline-seed-55,55,maximum,1.0000001192092896
sa,0,0,residual_state_cosine,baseline,cycleA-e1-baseline-seed-55,55,minimum,1.0
sa,0,1,residual_state_cosine,baseline,cycleA-e1-baseline-seed-55,55,minimum,0.8235971331596375
sa,0,2,residual_state_cosine,baseline,cycleA-e1-baseline-seed-55,55,minimum,0.5994967222213745
sa,0,3,residual_state_cosine,baseline,cycleA-e1-baseline-seed-55,55,minimum,0.3893741965293884
sa,1,0,residual_state_cosine,baseline,cycleA-e1-baseline-seed-55,55,minimum,0.8235971331596375
sa,1,1,residual_state_cosine,baseline,cycleA-e1-baseline-seed-55,55,minimum,1.0
sa,1,2,residual_state_cosine,baseline,cycleA-e1-baseline-seed-55,55,minimum,0.8080595135688782
sa,1,3,residual_state_cosine,baseline,cycleA-e1-baseline-seed-55,55,minimum,0.5786078572273254
sa,2,0,residual_state_cosine,baseline,cycleA-e1-baseline-seed-55,55,minimum,0.5994967222213745
sa,2,1,residual_state_cosine,baseline,cycleA-e1-baseline-seed-55,55,minimum,0.8080595135688782
sa,2,2,residual_state_cosine,baseline,cycleA-e1-baseline-seed-55,55,minimum,1.0
sa,2,3,residual_state_cosine,baseline,cycleA-e1-baseline-seed-55,55,minimum,0.8196182250976562
sa,3,0,residual_state_cosine,baseline,cycleA-e1-baseline-seed-55,55,minimum,0.3893741965293884
sa,3,1,residual_state_cosine,baseline,cycleA-e1-baseline-seed-55,55,minimum,0.5786078572273254
sa,3,2,residual_state_cosine,baseline,cycleA-e1-baseline-seed-55,55,minimum,0.8196182250976562
sa,3,3,residual_state_cosine,baseline,cycleA-e1-baseline-seed-55,55,minimum,1.0
sa,0,0,update_cosine,baseline,cycleA-e1-baseline-seed-55,55,minimum,1.0
sa,0,1,update_cosine,baseline,cycleA-e1-baseline-seed-55,55,minimum,0.08823847025632858
sa,0,2,update_cosine,baseline,cycleA-e1-baseline-seed-55,55,minimum,0.0647556409239769
sa,0,3,update_cosine,baseline,cycleA-e1-baseline-seed-55,55,minimum,0.03518046438694
sa,1,0,update_cosine,baseline,cycleA-e1-baseline-seed-55,55,minimum,0.08823847025632858
sa,1,1,update_cosine,baseline,cycleA-e1-baseline-seed-55,55,minimum,1.0
sa,1,2,update_cosine,baseline,cycleA-e1-baseline-seed-55,55,minimum,0.22484007477760315
sa,1,3,update_cosine,baseline,cycleA-e1-baseline-seed-55,55,minimum,0.1264316439628601
sa,2,0,update_cosine,baseline,cycleA-e1-baseline-seed-55,55,minimum,0.0647556409239769
sa,2,1,update_cosine,baseline,cycleA-e1-baseline-seed-55,55,minimum,0.22484007477760315
sa,2,2,update_cosine,baseline,cycleA-e1-baseline-seed-55,55,minimum,1.0
sa,2,3,update_cosine,baseline,cycleA-e1-baseline-seed-55,55,minimum,0.17352072894573212
sa,3,0,update_cosine,baseline,cycleA-e1-baseline-seed-55,55,minimum,0.03518046438694
sa,3,1,update_cosine,baseline,cycleA-e1-baseline-seed-55,55,minimum,0.1264316439628601
sa,3,2,update_cosine,baseline,cycleA-e1-baseline-seed-55,55,minimum,0.17352072894573212
sa,3,3,update_cosine,baseline,cycleA-e1-baseline-seed-55,55,minimum,1.0
sa,0,0,update_cancellation,baseline,cycleA-e1-baseline-seed-55,55,minimum,0.0
sa,0,1,update_cancellation,baseline,cycleA-e1-baseline-seed-55,55,minimum,0.24426475167274475
sa,0,2,update_cancellation,baseline,cycleA-e1-baseline-seed-55,55,minimum,0.25420111417770386
sa,0,3,update_cancellation,baseline,cycleA-e1-baseline-seed-55,55,minimum,0.25939568877220154
sa,1,0,update_cancellation,baseline,cycleA-e1-baseline-seed-55,55,minimum,0.24426475167274475
sa,1,1,update_cancellation,baseline,cycleA-e1-baseline-seed-55,55,minimum,0.0
sa,1,2,update_cancellation,baseline,cycleA-e1-baseline-seed-55,55,minimum,0.20236924290657043
sa,1,3,update_cancellation,baseline,cycleA-e1-baseline-seed-55,55,minimum,0.22998327016830444
sa,2,0,update_cancellation,baseline,cycleA-e1-baseline-seed-55,55,minimum,0.25420111417770386
sa,2,1,update_cancellation,baseline,cycleA-e1-baseline-seed-55,55,minimum,0.20236924290657043
sa,2,2,update_cancellation,baseline,cycleA-e1-baseline-seed-55,55,minimum,0.0
sa,2,3,update_cancellation,baseline,cycleA-e1-baseline-seed-55,55,minimum,0.23108501732349396
sa,3,0,update_cancellation,baseline,cycleA-e1-baseline-seed-55,55,minimum,0.25939568877220154
sa,3,1,update_cancellation,baseline,cycleA-e1-baseline-seed-55,55,minimum,0.22998327016830444
sa,3,2,update_cancellation,baseline,cycleA-e1-baseline-seed-55,55,minimum,0.23108501732349396
sa,3,3,update_cancellation,baseline,cycleA-e1-baseline-seed-55,55,minimum,0.0
sa,0,0,residual_state_cka,baseline,cycleA-e1-baseline-seed-55,55,minimum,1.0
sa,0,1,residual_state_cka,baseline,cycleA-e1-baseline-seed-55,55,minimum,0.886271595954895
sa,0,2,residual_state_cka,baseline,cycleA-e1-baseline-seed-55,55,minimum,0.5417299866676331
sa,0,3,residual_state_cka,baseline,cycleA-e1-baseline-seed-55,55,minimum,0.3299421966075897
sa,1,0,residual_state_cka,baseline,cycleA-e1-baseline-seed-55,55,minimum,0.8862712979316711
sa,1,1,residual_state_cka,baseline,cycleA-e1-baseline-seed-55,55,minimum,1.0
sa,1,2,residual_state_cka,baseline,cycleA-e1-baseline-seed-55,55,minimum,0.6657608151435852
sa,1,3,residual_state_cka,baseline,cycleA-e1-baseline-seed-55,55,minimum,0.43178579211235046
sa,2,0,residual_state_cka,baseline,cycleA-e1-baseline-seed-55,55,minimum,0.5417299866676331
sa,2,1,residual_state_cka,baseline,cycleA-e1-baseline-seed-55,55,minimum,0.6657610535621643
sa,2,2,residual_state_cka,baseline,cycleA-e1-baseline-seed-55,55,minimum,1.0
sa,2,3,residual_state_cka,baseline,cycleA-e1-baseline-seed-55,55,minimum,0.8718720078468323
sa,3,0,residual_state_cka,baseline,cycleA-e1-baseline-seed-55,55,minimum,0.329941987991333
sa,3,1,residual_state_cka,baseline,cycleA-e1-baseline-seed-55,55,minimum,0.4317859411239624
sa,3,2,residual_state_cka,baseline,cycleA-e1-baseline-seed-55,55,minimum,0.8718715906143188
sa,3,3,residual_state_cka,baseline,cycleA-e1-baseline-seed-55,55,minimum,1.0
sa,0,0,update_cka,baseline,cycleA-e1-baseline-seed-55,55,minimum,1.0
sa,0,1,update_cka,baseline,cycleA-e1-baseline-seed-55,55,minimum,0.09344353526830673
sa,0,2,update_cka,baseline,cycleA-e1-baseline-seed-55,55,minimum,0.13786619901657104
sa,0,3,update_cka,baseline,cycleA-e1-baseline-seed-55,55,minimum,0.12388069927692413
sa,1,0,update_cka,baseline,cycleA-e1-baseline-seed-55,55,minimum,0.09344355016946793
sa,1,1,update_cka,baseline,cycleA-e1-baseline-seed-55,55,minimum,1.0
sa,1,2,update_cka,baseline,cycleA-e1-baseline-seed-55,55,minimum,0.3617083728313446
sa,1,3,update_cka,baseline,cycleA-e1-baseline-seed-55,55,minimum,0.07785125076770782
sa,2,0,update_cka,baseline,cycleA-e1-baseline-seed-55,55,minimum,0.13786622881889343
sa,2,1,update_cka,baseline,cycleA-e1-baseline-seed-55,55,minimum,0.36170828342437744
sa,2,2,update_cka,baseline,cycleA-e1-baseline-seed-55,55,minimum,1.0
sa,2,3,update_cka,baseline,cycleA-e1-baseline-seed-55,55,minimum,0.22889387607574463
sa,3,0,update_cka,baseline,cycleA-e1-baseline-seed-55,55,minimum,0.12388066947460175
sa,3,1,update_cka,baseline,cycleA-e1-baseline-seed-55,55,minimum,0.07785125076770782
sa,3,2,update_cka,baseline,cycleA-e1-baseline-seed-55,55,minimum,0.2288939207792282
sa,3,3,update_cka,baseline,cycleA-e1-baseline-seed-55,55,minimum,1.0
