attention_ff_cancellation,attention_ff_cosine,cycle,depth,example_id,experiment,full_correct,full_target_logprob,layer,model_family,model_variant,random_ff_correct,random_sa_correct,revision,run_id,seed,skip_block_correct,skip_ff_correct,skip_sa_correct,source_cycle,source_experiment,task_family,utility_block,utility_ff,utility_random_ff,utility_random_sa,utility_sa,width
0.20902252197265625,0.24978181719779968,B,4,family-00343-maximum,B2,True,-0.09947967529296875,2,tiny_custom_transformer,baseline,True,True,1,cycleA-e1-baseline-seed-11,11,True,True,True,A,E1,maximum,0.045930877327919006,0.032262638211250305,0.22643089294433594,0.007251948118209839,-0.0040061697363853455,64
0.11138898134231567,0.4500153064727783,B,4,family-00343-maximum,B2,True,-0.09947967529296875,3,tiny_custom_transformer,baseline,True,True,1,cycleA-e1-baseline-seed-11,11,True,True,True,A,E1,maximum,0.5313501954078674,0.016261473298072815,0.041859015822410583,1.3209983110427856,0.5069377422332764,64
0.3049364686012268,-0.042657338082790375,B,4,family-00343-minimum,B2,True,-0.7571759223937988,0,tiny_custom_transformer,baseline,True,False,1,cycleA-e1-baseline-seed-11,11,False,True,False,A,E1,minimum,0.9942591190338135,-0.24339008331298828,-0.3336871862411499,1.4118118286132812,1.5200843811035156,64
0.3371567726135254,-0.17142769694328308,B,4,family-00343-minimum,B2,True,-0.7571759223937988,1,tiny_custom_transformer,baseline,True,True,1,cycleA-e1-baseline-seed-11,11,True,True,True,A,E1,minimum,-0.24176454544067383,-0.23472964763641357,0.195023775100708,0.3674607276916504,-0.028526723384857178,64
0.2029726505279541,0.1960630714893341,B,4,family-00343-minimum,B2,True,-0.7571759223937988,2,tiny_custom_transformer,baseline,True,False,1,cycleA-e1-baseline-seed-11,11,False,True,False,A,E1,minimum,1.2316203117370605,0.07721149921417236,0.1069955825805664,1.036480188369751,1.2149207592010498,64
0.28774571418762207,0.006944052875041962,B,4,family-00343-minimum,B2,True,-0.7571759223937988,3,tiny_custom_transformer,baseline,True,True,1,cycleA-e1-baseline-seed-11,11,True,True,True,A,E1,minimum,0.1028321385383606,0.12176394462585449,-0.053526341915130615,0.07838058471679688,-0.021688759326934814,64
0.258089542388916,-0.04374086856842041,B,4,family-00343-sum_mod_10,B2,False,-2.893554925918579,0,tiny_custom_transformer,baseline,False,False,1,cycleA-e1-baseline-seed-11,11,False,False,False,A,E1,sum_mod_10,0.3628678321838379,0.07086348533630371,0.07812047004699707,0.6132149696350098,0.35056185722351074,64
0.211317777633667,0.19148403406143188,B,4,family-00343-sum_mod_10,B2,False,-2.893554925918579,1,tiny_custom_transformer,baseline,False,False,1,cycleA-e1-baseline-seed-11,11,False,False,False,A,E1,sum_mod_10,-0.13998866081237793,-0.023839712142944336,-0.13573861122131348,0.38846611976623535,-0.034523963928222656,64
0.13308662176132202,0.5021399259567261,B,4,family-00343-sum_mod_10,B2,False,-2.893554925918579,2,tiny_custom_transformer,baseline,False,False,1,cycleA-e1-baseline-seed-11,11,False,False,False,A,E1,sum_mod_10,-0.7544035911560059,-0.21418523788452148,-0.40420007705688477,-0.524493932723999,-0.5465590953826904,64
0.1261056661605835,0.5273772478103638,B,4,family-00343-sum_mod_10,B2,False,-2.893554925918579,3,tiny_custom_transformer,baseline,False,False,1,cycleA-e1-baseline-seed-11,11,False,False,False,A,E1,sum_mod_10,-0.41725826263427734,-0.03426647186279297,0.02410149574279785,-0.6164586544036865,-0.44690918922424316,64
