correct_partition,layer,mean,median,metric,model_variant,n,run_id,seed,std,task_family,token_bin
False,0,1.7111691503689206,1.57517009973526,attention_update_norm,baseline,58,cycleA-e1-baseline-seed-11,11,0.5897243746461928,maximum,5
False,0,0.15636316224418836,0.14325009286403656,attention_relative_update_norm,baseline,58,cycleA-e1-baseline-seed-11,11,0.054890274529812565,maximum,5
False,0,-0.06360578854921563,-0.04079924523830414,attention_state_update_cosine,baseline,58,cycleA-e1-baseline-seed-11,11,0.1579762746050791,maximum,5
False,0,0.9714280870454065,0.9902500510215759,attention_novelty,baseline,58,cycleA-e1-baseline-seed-11,11,0.04054840145195984,maximum,5
False,0,0.13342733411439534,0.12529803439974785,attention_dominance,baseline,58,cycleA-e1-baseline-seed-11,11,0.03852506697547645,maximum,5
False,0,2.048198566354554,1.9535334706306458,ff_update_norm,baseline,58,cycleA-e1-baseline-seed-11,11,0.39472907859044304,maximum,5
False,0,0.18749694140820666,0.18022724241018295,ff_relative_update_norm,baseline,58,cycleA-e1-baseline-seed-11,11,0.041189200431017564,maximum,5
False,0,-0.09181152194224555,-0.09243030473589897,ff_state_update_cosine,baseline,58,cycleA-e1-baseline-seed-11,11,0.12624797090100465,maximum,5
False,0,0.9759069023461178,0.9847753942012787,ff_novelty,baseline,58,cycleA-e1-baseline-seed-11,11,0.027523556886968784,maximum,5
False,0,0.1569357844519204,0.1527051031589508,ff_dominance,baseline,58,cycleA-e1-baseline-seed-11,11,0.02809646641687156,maximum,5
False,0,0.0811689345101858,0.08842252939939499,attention_ff_cosine,baseline,58,cycleA-e1-baseline-seed-11,11,0.13597672010460074,maximum,5
False,0,0.25480044196391927,0.25291770696640015,attention_ff_cancellation,baseline,58,cycleA-e1-baseline-seed-11,11,0.0417087514431084,maximum,5
False,0,2.799930184051908,2.735986351966858,combined_update_norm,baseline,58,cycleA-e1-baseline-seed-11,11,0.5865144499281384,maximum,5
False,0,0.7451995580360807,0.7470822930335999,combined_vs_sum_norm,baseline,58,cycleA-e1-baseline-seed-11,11,0.0417087514431084,maximum,5
True,0,1.6916076220329919,1.6200168132781982,attention_update_norm,baseline,277,cycleA-e1-baseline-seed-11,11,0.507513351098121,maximum,5
True,0,0.1564671718902106,0.14749248325824738,attention_relative_update_norm,baseline,277,cycleA-e1-baseline-seed-11,11,0.04854050998657823,maximum,5
True,0,-0.042110905306756714,-0.039425078779459,attention_state_update_cosine,baseline,277,cycleA-e1-baseline-seed-11,11,0.13387033590369016,maximum,5
True,0,0.9803701019459252,0.9903730154037476,attention_novelty,baseline,277,cycleA-e1-baseline-seed-11,11,0.025415290272562927,maximum,5
True,0,0.13387842395675742,0.12853460013866425,attention_dominance,baseline,277,cycleA-e1-baseline-seed-11,11,0.03408196021973793,maximum,5
True,0,2.098095871481224,2.07017183303833,ff_update_norm,baseline,277,cycleA-e1-baseline-seed-11,11,0.3737481162066538,maximum,5
True,0,0.1928336476698679,0.18605101108551025,ff_relative_update_norm,baseline,277,cycleA-e1-baseline-seed-11,11,0.036307476302553016,maximum,5
True,0,-0.10102259850848991,-0.12675902247428894,ff_state_update_cosine,baseline,277,cycleA-e1-baseline-seed-11,11,0.13489855984439172,maximum,5
True,0,0.9716625082363721,0.9767499566078186,ff_novelty,baseline,277,cycleA-e1-baseline-seed-11,11,0.029352871985277876,maximum,5
True,0,0.16089761200687086,0.1568659394979477,ff_dominance,baseline,277,cycleA-e1-baseline-seed-11,11,0.025157624089908136,maximum,5
True,0,0.08824346754498215,0.0899200439453125,attention_ff_cosine,baseline,277,cycleA-e1-baseline-seed-11,11,0.12569800159863817,maximum,5
True,0,0.2524141916729483,0.2500075101852417,attention_ff_cancellation,baseline,277,cycleA-e1-baseline-seed-11,11,0.04078776984686202,maximum,5
True,0,2.837113380432129,2.7769148349761963,combined_update_norm,baseline,277,cycleA-e1-baseline-seed-11,11,0.5459303559147335,maximum,5
True,0,0.7475858083270517,0.7499924898147583,combined_vs_sum_norm,baseline,277,cycleA-e1-baseline-seed-11,11,0.04078776984686202,maximum,5
False,0,2.0191977305232354,1.7461626529693604,attention_update_norm,baseline,53,cycleA-e1-baseline-seed-11,11,1.062212983516554,maximum,6
False,0,0.17942795030913264,0.14784426987171173,attention_relative_update_norm,baseline,53,cycleA-e1-baseline-seed-11,11,0.09498758655951309,maximum,6
False,0,-0.05002171366985114,-0.008266694843769073,attention_state_update_cosine,baseline,53,cycleA-e1-baseline-seed-11,11,0.15378770313426213,maximum,6
False,0,0.9742934096534297,0.9919934272766113,attention_novelty,baseline,53,cycleA-e1-baseline-seed-11,11,0.03989686342944588,maximum,6
False,0,0.1471158007405839,0.12880167365074158,attention_dominance,baseline,53,cycleA-e1-baseline-seed-11,11,0.06363076762748711,maximum,6
False,0,2.221388724614989,2.196470260620117,ff_update_norm,baseline,53,cycleA-e1-baseline-seed-11,11,0.2717685405400495,maximum,6
False,0,0.19682245715609137,0.19998447597026825,ff_relative_update_norm,baseline,53,cycleA-e1-baseline-seed-11,11,0.024609852864865372,maximum,6
False,0,-0.13949429282461698,-0.11605356633663177,ff_state_update_cosine,baseline,53,cycleA-e1-baseline-seed-11,11,0.1940806597422983,maximum,6
