ci95_high,ci95_low,layer,median,metric,replicated,seed_n,standardized_mean,std,task_family
0.9537065625190735,-0.17364537715911865,1,0.2882826756835753,block_update_norm_first_difference_abs_mean,False,5,0.32694774866104126,0.7455535057511222,maximum
0.8420916795730591,-0.19656607508659363,1,0.31409142266963114,block_update_norm_second_difference_abs_mean,False,5,0.2850862145423889,0.6905279073471885,maximum
0.18376275897026062,-1.0971790552139282,1,-0.21960819761725867,block_update_norm_acf_lag1,False,5,-0.4004768431186676,0.8540396266789019,maximum
0.2089196741580963,-0.6196393966674805,1,-0.04336481060645748,block_update_norm_correlation_length,False,5,-0.18067359924316406,0.5433223960604727,maximum
0.47467130422592163,-0.5356767773628235,1,0.033527814292421056,block_update_norm_window_mean_shift,False,5,-0.00639996537938714,0.6055294427114786,maximum
0.44621220231056213,-0.21060827374458313,1,-0.0022683741836770814,block_update_norm_wasserstein,False,5,0.09029743820428848,0.4088365293870593,maximum
0.8668726682662964,-0.02980039454996586,1,0.30674964753766626,block_update_norm_w4_rolling_variance,False,5,0.37318962812423706,0.5983105270255037,maximum
0.37563803791999817,-0.1557604968547821,1,0.05201964216520138,block_update_norm_w4_rolling_abs_skewness,False,5,0.10993876308202744,0.34746579485810347,maximum
0.47821173071861267,0.15075847506523132,1,0.18696581079021138,block_update_norm_w4_rolling_abs_kurtosis,False,5,0.27608707547187805,0.21793299494982146,maximum
0.8070502281188965,-0.022996818646788597,1,0.3139154917917309,block_update_norm_w8_rolling_variance,False,5,0.3540826439857483,0.5376352630629879,maximum
0.6361403465270996,-0.04515693336725235,1,0.4848697170891338,block_update_norm_w8_rolling_abs_skewness,False,5,0.2909671664237976,0.44531896622954925,maximum
0.6673508882522583,-0.17546574771404266,1,0.5108703297316302,block_update_norm_w8_rolling_abs_kurtosis,False,5,0.24594254791736603,0.5569656843272415,maximum
0.7161647081375122,0.00014048856974113733,1,0.2186165206444377,block_update_norm_w16_rolling_variance,False,5,0.32620352506637573,0.4724464462471242,maximum
0.5064030289649963,-0.1373918354511261,1,0.23612277922876188,block_update_norm_w16_rolling_abs_skewness,False,5,0.1761426031589508,0.41528857777688677,maximum
0.521401047706604,-0.32172587513923645,1,0.02100621357628882,block_update_norm_w16_rolling_abs_kurtosis,False,5,0.09983755648136139,0.5413205723104302,maximum
0.6194440722465515,-0.23672720789909363,1,0.10337008866113234,sa_update_norm_mean,False,5,0.16260583698749542,0.5413759833023336,maximum
0.82159423828125,0.056853413581848145,1,0.32149314808845764,sa_update_norm_variance,False,5,0.37264400720596313,0.5131119496121892,maximum
1.1191996335983276,-0.1430109441280365,1,0.1887378005592366,sa_update_norm_first_difference_abs_mean,False,5,0.37439605593681335,0.8534985473694345,maximum
1.1442924737930298,-0.19105486571788788,1,0.19487951483718888,sa_update_norm_second_difference_abs_mean,False,5,0.3406134247779846,0.8357659253676032,maximum
0.10381414741277695,-1.473740577697754,1,-0.03414246578435168,sa_update_norm_acf_lag1,False,5,-0.49687209725379944,1.1256230341046627,maximum
0.29779723286628723,-1.2856582403182983,1,-0.10007303085677714,sa_update_norm_correlation_length,False,5,-0.33849555253982544,1.0796367400646798,maximum
0.36321544647216797,-0.6911252737045288,1,0.09574052545769873,sa_update_norm_window_mean_shift,False,5,-0.09100840985774994,0.694984756099939,maximum
0.5785908102989197,-0.20962901413440704,1,0.015525943124054488,sa_update_norm_wasserstein,False,5,0.18229685723781586,0.5185619656015499,maximum
