family_n,layer,seed,task_pair,utility_block_difference,utility_ff_difference,utility_sa_difference
60,2,22,maximum__middle,-0.4451046725385822,0.04283743552708377,-0.38408357358227174
60,2,33,maximum__middle,0.045033404937324426,0.019337737754297753,0.0513780532986857
60,2,44,maximum__middle,1.9146954663291884,-0.031214861501939594,2.3103835260301517
60,2,55,maximum__middle,-0.05933424999238923,-0.010042620562793066,-0.02360234964483728
60,3,11,maximum__middle,-0.13940924956696107,0.005977702393041303,-0.12942720114951953
60,3,22,maximum__middle,-0.041700059016390394,0.09935521454317495,0.02186439830887442
60,3,33,maximum__middle,-1.6814119075230944,0.0005000331245052317,-1.5029823836754077
60,3,44,maximum__middle,0.010868496195568393,-0.00841026136962076,0.015131570406568547
60,3,55,maximum__middle,-0.044131849170662464,-0.02041205404869591,-0.04041370730459069
60,4,11,maximum__middle,-0.029242626624181867,-0.025610058510210365,-0.021690111479256303
60,4,22,maximum__middle,0.057204711336332065,0.02057903012027964,0.03621088159658636
60,4,33,maximum__middle,-0.03127953831960137,0.00516373838763684,-0.044798937001420805
60,4,44,maximum__middle,0.0022406606275277834,-0.01794576287890474,0.05872097628113503
60,4,55,maximum__middle,-0.01344772798086827,-0.013197861801988136,-0.006323039659764618
60,5,11,maximum__middle,0.7832259358411344,0.03246684614568949,0.8610569931062249
60,5,22,maximum__middle,0.3312090306698034,-0.009514693225113054,0.26119642294555284
60,5,33,maximum__middle,0.025163877638988197,-0.0006408999906852841,0.01970635006437078
60,5,44,maximum__middle,-0.017583355164000145,-0.007636455159323911,-0.01582495231026163
60,5,55,maximum__middle,-0.03842269673865909,-0.010755457003445676,-0.024270642444025724
60,6,11,maximum__middle,0.03671977517272656,0.008011142436104516,0.03959134241643672
60,6,22,maximum__middle,0.02668098803454389,-0.009688530505324403,0.03908327501655246
60,6,33,maximum__middle,0.026957605177691826,-0.0024562826108497876,0.030983615208727618
60,6,44,maximum__middle,0.0372237128787674,-0.00434722473534445,0.040601723474295186
60,6,55,maximum__middle,-0.019461591087747365,-0.009301415015943348,-0.014222086927232643
60,7,11,maximum__middle,0.07050908295980965,0.005717854927449177,0.0696101632163239
60,7,22,maximum__middle,0.063725637885121,-0.003960096964146942,0.07966823752503842
60,7,33,maximum__middle,0.0016897334872434536,0.001351536449510604,0.0010351101984269917
60,7,44,maximum__middle,-0.011055202754990508,0.0026520928406777483,-0.014388635758465777
60,7,55,maximum__middle,-0.023216302630801995,-0.0016589165820429723,-0.018331786982404688
60,8,11,maximum__middle,-0.025446730207962294,-0.006955538849191119,-0.020557709282729774
60,8,22,maximum__middle,0.022347744088619947,0.013294326153118163,0.0006071209286650022
60,8,33,maximum__middle,0.001381519176842024,0.0015599845132480065,1.4429640335341295e-05
60,8,44,maximum__middle,-0.008184402467062075,0.0003568406294410427,-0.007816300285048783
60,8,55,maximum__middle,0.0063775106488416595,-0.009752891193299244,0.00981872355332598
60,9,11,maximum__middle,-0.016909080328575025,-0.003806949538799624,-0.007944098060640196
60,9,22,maximum__middle,0.005216256649388621,0.0036971452335516613,-0.003896804410032928
60,9,33,maximum__middle,0.00874290500069037,-0.001144977519288659,0.011410954097906748
60,9,44,maximum__middle,-0.003828877559863031,-0.008400240660800288,-0.0014410462036418418
60,9,55,maximum__middle,0.002517168557581802,-0.012764225989424933,0.019407401579276968
60,10,11,maximum__middle,0.018392208761846027,0.0027755358489230273,0.016258568258490414
60,10,22,maximum__middle,0.051030241907574235,0.016601981168302398,0.024744030782797685
60,10,33,maximum__middle,0.0071715111650216086,0.0014336843159981072,0.0034280773097028336
60,10,44,maximum__middle,-0.018670880045586577,-0.00965812741778791,-0.009193112060893327
60,10,55,maximum__middle,0.009190030531802526,0.0015904529757487277,0.004643755627330393
60,11,11,maximum__middle,-0.005148091594067713,-0.0022161920787766576,-0.001377764984499663
60,11,22,maximum__middle,-0.00798138401005417,-0.0022823577707943815,-0.005484714976046234
60,11,33,maximum__middle,0.006278966010237734,0.0031466701533645392,0.0022325741631599766
60,11,44,maximum__middle,0.015089272529197235,0.0021634496127565703,0.011222751201906552
60,11,55,maximum__middle,0.0022740117313029867,0.0045942684480299555,-0.004946409030041347
60,12,11,maximum__middle,-0.007685606946082165,-0.009685530234128237,0.0021975460229441525
60,12,22,maximum__middle,-0.0065613532749315105,-0.000804761847636352,-0.0049213117803446945
60,12,33,maximum__middle,0.001828016034172227,0.0004447164596058428,0.0013741487869992851
60,12,44,maximum__middle,-0.0009812670177780092,0.0010120987038438518,-0.001796420814935118
60,12,55,maximum__middle,-0.004013781098183245,0.00391458785161376,-0.006671764146691809
60,13,11,maximum__middle,-0.004044800973497331,-0.0010614550478445987,-0.0036964890469486514
60,13,22,maximum__middle,0.01058532908015574,0.009236250243460139,0.0019264264614321292
60,13,33,maximum__middle,0.0022884763932476443,0.0011400819833700855,0.001067573926411569
60,13,44,maximum__middle,0.009553490540323157,0.003852236026432365,0.005187208764255047
60,13,55,maximum__middle,-0.011256999693190058,-0.013988465214303384,0.00314488869626075
60,14,11,maximum__middle,-0.006951368534161399,-0.005250415450427681,-0.0018860618273417154
60,14,22,maximum__middle,0.007754477474372834,0.007831848098430783,5.935397930443287e-05
60,14,33,maximum__middle,0.0012382722071682414,-0.0010843042206640046,0.002730105984179924
60,14,44,maximum__middle,-0.0048721949919126924,-0.007668393563168744,0.002925203135237098
60,14,55,maximum__middle,-0.0014886995195411146,-0.008034345433892061,0.00761175766432037
60,15,11,maximum__middle,0.005866377719212323,-0.0031594069364170234,0.010457122442312538
60,15,22,maximum__middle,0.007586723752319812,0.006444464037970951,0.0012906178017146885
60,15,33,maximum__middle,0.00010643528851990898,0.0007841316672662894,-0.0006312569254077971
60,15,44,maximum__middle,0.017184387077577412,0.0007580255313465993,0.016382315137889236
60,15,55,maximum__middle,-0.006495992206813146,0.0030042638109686473,-0.01060685950020949
60,0,11,maximum__minimum,0.26222906418843195,-0.02982637791428715,0.342829916261447
60,0,22,maximum__minimum,0.0008324657450430095,-0.036754667669689906,-0.009863532877837618
60,0,33,maximum__minimum,-0.009957241755910218,-0.0726658236895067,-0.009405105584301054
60,0,44,maximum__minimum,-0.6270011695257077,-0.0520927682130908,-0.46998954510393864
60,0,55,maximum__minimum,0.21905172490126765,0.027315111846352616,0.0076235579559579495
60,1,11,maximum__minimum,-0.11925855006945009,-0.0063712371746078135,-0.048131639902324726
60,1,22,maximum__minimum,-0.17449338608033335,0.08115521353514245,-0.6053117743770903
60,1,33,maximum__minimum,1.471120806337179,-0.045254577397524066,2.074415201957648
60,1,44,maximum__minimum,-0.021689428385191906,0.02147259033129861,-0.006619107385631651
60,1,55,maximum__minimum,1.401896879305908,0.028937524626962842,1.9131475541585437
60,2,11,maximum__minimum,-0.0874691135638083,-0.013954386666106681,-0.13554189948287482
60,2,22,maximum__minimum,0.1996589845395647,0.04671572562850391,0.1211641316030485
60,2,33,maximum__minimum,-0.005512724991422147,-0.009791538522889217,0.04968064398271963
60,2,44,maximum__minimum,0.8667131575522944,-0.07713868848901863,1.3404210735228843
60,2,55,maximum__minimum,-0.22624384691783536,-0.012060543320452173,-0.1739487730160666
60,3,11,maximum__minimum,-0.9016119549050927,-0.004829793535949042,-0.9563802769679266
60,3,22,maximum__minimum,0.18249933917153005,0.11014379000213619,0.12150337275816128
60,3,33,maximum__minimum,-0.11758033647201956,0.04888511765748262,-0.1390142570133321
60,3,44,maximum__minimum,-0.14756413643093158,-0.0362316053865167,-0.0940387455940557
60,3,55,maximum__minimum,-0.05362804471515119,0.003187133825849742,-0.09045697511561836
60,4,11,maximum__minimum,-0.2869455514359288,-0.03627120911454161,-0.2754654261477602
60,4,22,maximum__minimum,0.05901296103838831,-0.000370869308244437,0.02070707849149282
60,4,33,maximum__minimum,-0.24170827366954958,-0.0008944860155073304,-0.2291916578503636
60,4,44,maximum__minimum,-0.09974723542497183,-0.035338311110778405,-0.026232203596737235
60,4,55,maximum__minimum,-0.06093392145897572,-0.0051958348058785,-0.05939836638281122
60,5,11,maximum__minimum,0.6313590458904703,0.041161551198456436,0.7615072376754445
60,5,22,maximum__minimum,0.3399752614398797,-0.01830056110629812,0.28959033868353196
60,5,33,maximum__minimum,0.07849575269113605,0.016510096083705624,0.06119667385549595
60,5,44,maximum__minimum,-0.09632338265267511,-0.09922504246157283,-0.01674920164514333
60,5,55,maximum__minimum,-0.1143366554674382,0.00989233609676982,-0.1647646489669569
60,6,11,maximum__minimum,0.028413572954013942,0.02271333266980946,0.00492290425269554
60,6,22,maximum__minimum,0.061368958970221384,0.004036372026894242,0.05407188290264457
60,6,33,maximum__minimum,-0.019942650579226513,-0.018035548781820884,0.0029861732696493466
60,6,44,maximum__minimum,-0.12428425630787387,0.0038575577666051684,-0.1406716915817621
60,6,55,maximum__minimum,0.010364715983935941,0.005063178654139241,0.011582675758594027
60,7,11,maximum__minimum,0.05188340219901875,-0.009956755590004225,0.06422500633634627
60,7,22,maximum__minimum,0.06684175984701142,-0.0011834004738678534,0.07660017724071319
60,7,33,maximum__minimum,-0.024869356498432655,-0.012107083892139296,-0.0067473436666963
60,7,44,maximum__minimum,0.018524990894366055,-0.021816995576955378,0.02088791079974423
60,7,55,maximum__minimum,-0.02260162103921175,0.003194498654920608,-0.021095078679112096
60,8,11,maximum__minimum,-0.004109936669313659,0.006321398999231557,-0.012889504669389377
60,8,22,maximum__minimum,0.03188270457709829,0.02656089044176042,0.0006749763580349584
60,8,33,maximum__minimum,-0.004243341631566485,0.00680174397615095,-0.009926054545212537
60,8,44,maximum__minimum,0.018771087638257692,0.015991642454173415,0.008523893158417195
60,8,55,maximum__minimum,0.03726314464972044,-0.006417124225602796,0.04024332019034773
60,9,11,maximum__minimum,5.5878721953680116e-05,0.014498624279318998,-0.005491206872587403
60,9,22,maximum__minimum,-0.014511877154776205,0.014598630624823273,-0.030949932786946497
60,9,33,maximum__minimum,0.011029232817236334,4.823956405743957e-05,0.010149174583299706
60,9,44,maximum__minimum,0.008552538506531466,0.004113962633224825,-0.001583782552431027
60,9,55,maximum__minimum,-0.02108026756128917,-0.016514592311189822,-0.006233623522954683
60,10,11,maximum__minimum,0.01760367676615715,0.021956349983035275,-0.0042959123539427916
60,10,22,maximum__minimum,0.059201866857862724,0.028498814317087333,0.020863454788923264
60,10,33,maximum__minimum,-0.0012962494782793024,-0.006127658820090195,0.003935672199198355
60,10,44,maximum__minimum,0.000629445103307565,0.003118762249747912,-0.0019212517150056859
60,10,55,maximum__minimum,-0.005058740184176713,-0.018362913571763784,0.00678929997375235
60,11,11,maximum__minimum,-0.004123642776782314,0.006338755018077791,-0.007412669345891724
60,11,22,maximum__minimum,-0.009991149546112865,-0.0006472285487689078,-0.010061238554771989
60,11,33,maximum__minimum,0.024461802533672503,0.01287279681224997,0.010540157168482741
60,11,44,maximum__minimum,-0.033146073746805386,-0.01823286993894726,-0.014004031638614833
60,11,55,maximum__minimum,0.024710505009473614,-0.004011149890720845,0.022254121284155794
60,12,11,maximum__minimum,-0.006436566554475576,-0.005339172288465003,-0.0014246088258611659
60,12,22,maximum__minimum,0.003763519817342361,0.0034318751267467936,0.0009486391403091451
60,12,33,maximum__minimum,-0.00511775464983657,-0.004644646709008763,-3.964030571902792e-05
60,12,44,maximum__minimum,0.014609117266566803,-0.0018939787327932815,0.017633841761077445
60,12,55,maximum__minimum,-0.03582762671867386,-0.015413348799726615,-0.0156462821449774
60,13,11,maximum__minimum,-0.02019242907408625,-0.001992117613554001,-0.02105117877557253
60,13,22,maximum__minimum,0.010726504889316858,0.010352173505816608,0.0002608412915530304
60,13,33,maximum__minimum,0.01143445745498563,0.005588282373112937,0.006042238786661377
60,13,44,maximum__minimum,0.008771000065219898,-0.0006411415253144999,0.00977382268756628
60,13,55,maximum__minimum,-0.02113028052651013,-0.020433525120218596,-0.000233256199862808
60,14,11,maximum__minimum,-0.01754333593028908,-0.0146459361189045,-0.003806969461341699
60,14,22,maximum__minimum,0.015163117092257986,0.014096561931849768,0.002244297609043618
60,14,33,maximum__minimum,-0.0007774582986409466,-0.005254591341751317,0.005191202403511852
60,14,44,maximum__minimum,0.004071165873513868,0.0028266606735996903,0.001679711218457669
60,14,55,maximum__minimum,-0.009557469631545246,-0.019313707804152123,0.010819697321858257
60,15,11,maximum__minimum,-0.002197708049789071,-0.00782117915417378,0.007106247229967266
60,15,22,maximum__minimum,0.018074050122716775,0.014879160502459854,0.0026531415176577868
60,15,33,maximum__minimum,0.0012852542956049244,0.005546991895729055,-0.004394482666005691
60,15,44,maximum__minimum,0.01118046697617198,-0.0042870043544098735,0.01521590972552076
60,15,55,maximum__minimum,-0.005577899476823707,0.0025678161104830603,-0.008739132860985896
60,0,11,middle__last,-0.005701130772164712,0.0056165298563428225,-0.0011622066997612516
60,0,22,middle__last,0.09617017758622144,0.0016663258895277977,-0.007109125885957231
60,0,33,middle__last,-0.06655454199450711,-0.0028033258315796655,-0.0429406873571376
60,0,44,middle__last,-0.6597137105690005,0.0002205504026884834,-1.2024728106916882
60,0,55,middle__last,0.002002169199598332,-0.0012007162013712028,0.0018497061333619057
60,1,11,middle__last,0.718437398407453,0.012625721124156069,0.27587380962601554
60,1,22,middle__last,0.0029579573931793374,-0.0063798960919181505,0.0031565529798778394
60,1,33,middle__last,-0.07963800126453861,-0.011762589375333239,-0.009439715044572949
60,1,44,middle__last,0.03605182948910321,-0.0009405525478844841,0.0040268091834150255
60,1,55,middle__last,-0.07199825826877107,-0.0008820408373139798,-0.027799609668242433
60,2,11,middle__last,-0.008199614794769635,0.0019460834640388687,-0.15416611578160275
60,2,22,middle__last,0.5455767918261699,-0.006700824693931888,0.440258970472496
60,2,33,middle__last,-0.02846898779583474,-0.0065553061664104465,0.014506277783463398
60,2,44,middle__last,-0.00932272639668857,0.002039613485491524,-0.02115632179969301
60,2,55,middle__last,0.04634084738014887,-9.885568482180437e-05,0.015027748292777688
60,3,11,middle__last,0.16331725518296783,0.005475298253198465,0.15110377237045516
60,3,22,middle__last,-0.39700048355928935,0.0022322343934016923,-0.5595786760988024
60,3,33,middle__last,1.4710385592925983,-0.008296121466749658,1.369758684921544
60,3,44,middle__last,-0.004308005639662345,-3.1243606160084406e-05,-0.029986136755906046
60,3,55,middle__last,-0.013604189653415233,-0.0005179899007392426,-0.0017354030394926667
60,4,11,middle__last,-0.13227911421563476,-0.001497061593302836,-0.1559120480941298
60,4,22,middle__last,0.002275581134017557,0.0018649420002475382,0.00036878970374042787
60,4,33,middle__last,0.036603759275749326,-0.000252002605702728,0.033400366889933746
60,4,44,middle__last,0.001062517473474145,0.0009757399248580138,-0.0010748742652746538
60,4,55,middle__last,-0.001210580781723062,-0.00033492163832609854,-0.0010677149752154947
60,5,11,middle__last,-0.019610638559485475,-0.0029715342291941247,-0.015515855835595478
60,5,22,middle__last,0.003398767455170552,-0.002055386050293843,0.005255066483126332
60,5,33,middle__last,-0.004779775883071125,0.00030294239598636826,-0.002654413366690278
60,5,44,middle__last,0.004452512254162381,-5.423825156564514e-05,0.00282832677088057
60,5,55,middle__last,-0.00039189969344685476,-0.00015790101218347748,-0.00024195649893954396
60,6,11,middle__last,0.005565145456542572,0.0015952386311255395,0.003615470502215127
60,6,22,middle__last,-0.000325064524076879,0.0012504579693389435,-0.0028765335911884902
60,6,33,middle__last,-0.007201195803160468,0.0008807923877611756,-0.004602099019878855
60,6,44,middle__last,-0.0008124241217349966,-7.400346997504433e-05,-0.0006908684736117721
60,6,55,middle__last,-0.00021946273821716507,-0.00015143458731472492,1.941295728708307e-05
60,7,11,middle__last,-0.001793771369072298,-0.00017321851337328553,-0.0008219112719719608
60,7,22,middle__last,-0.0029843960073776543,-0.0002936455343539516,-0.0026923998375423253
60,7,33,middle__last,-0.00017621582373976706,-0.001333374809473753,0.000791097735054791
60,7,44,middle__last,-0.00027872558760767184,0.0002227070857770741,-0.00032317800990616283
60,7,55,middle__last,-0.00021283587751289208,-0.00013298954581841826,-7.094732330491146e-05
60,8,11,middle__last,-0.007066582605087509,-0.0037094330221104127,-0.0048226980996939044
60,8,22,middle__last,0.006757267801246295,-0.0007970557664521039,0.009085190296173096
60,8,33,middle__last,-0.00023008262117703757,-0.001120401550239573,0.0005065147842591007
60,8,44,middle__last,0.0003168456139974296,-0.00014823393042509754,0.0005585729066903393
60,8,55,middle__last,-0.0006745150351586441,-3.35503447179993e-05,-0.0006226585634673635
60,9,11,middle__last,0.004161737498361617,-0.0006078987731598318,0.006414439959917218
60,9,22,middle__last,0.0005056231476676961,0.00023261342818538348,0.00031719265583281714
60,9,33,middle__last,-0.0017534872555794816,-0.00017881999568392833,-0.0015294694264108937
60,9,44,middle__last,-0.0003787446728286644,-0.0002477549210501214,-0.00010349133905644219
60,9,55,middle__last,-0.00038935395035271845,-8.845469371105234e-05,-0.00023497204141070444
60,10,11,middle__last,-0.0010342618683353067,0.002219816402066499,-0.0028808011595780653
60,10,22,middle__last,-0.0009596438573983809,-0.003688463180636366,0.0016733074211515487
60,10,33,middle__last,-0.0016797617737514278,-0.001091289745333294,-0.0005494181648828089
60,10,44,middle__last,0.00042811207240447404,0.000471367248489211,-7.973533356562257e-05
60,10,55,middle__last,-0.000213656818959862,-0.00011908948654308915,-7.140050875023007e-05
60,11,11,middle__last,-0.001430953402693073,-0.0007878743189697464,-0.0005347783366839091
60,11,22,middle__last,0.0017721032568564017,-0.0017348985304124654,0.0026594164548441766
60,11,33,middle__last,-0.0003180264107262095,-0.000377909621844689,4.346054047346115e-05
60,11,44,middle__last,-9.504537253330151e-05,8.705762059738239e-05,-0.00013714576295266548
60,11,55,middle__last,-0.0001325047652547558,-0.00014614760487650832,2.277893557523688e-05
60,12,11,middle__last,0.00296481130256628,0.0012488571112044156,0.0015261878919166823
60,12,22,middle__last,0.00020744546006123225,-0.0011384439809868734,0.0011999758038048942
60,12,33,middle__last,-0.0010308222651171188,-0.0007216737605631352,-0.0002902182362352808
60,12,44,middle__last,-0.00014714295199761787,-0.00021238812090208133,5.6488276459276673e-05
60,12,55,middle__last,-0.00019066151386747758,-0.00016846704529598354,2.4579853440324467e-06
60,13,11,middle__last,-0.00038285206149642664,0.0014423598651774228,-0.0017226961092092097
60,13,22,middle__last,-0.0025116202925952774,-0.002687096312486877,-2.812376090635856e-05
60,13,33,middle__last,-0.0005724598498394092,-0.0001930989286241432,-0.0003436647782412668
60,13,44,middle__last,8.045116749902567e-05,2.9635371174663305e-05,6.110651884227991e-05
60,13,55,middle__last,-0.00012992454770331582,-2.1074580339094003e-05,-0.00010771957070877154
60,14,11,middle__last,-0.001978707367864748,-0.0008470490147980551,-0.0014396273492214581
60,14,22,middle__last,-0.0023414447631997367,-0.002101198199670762,-0.00017200083239004015
60,14,33,middle__last,-5.294619283328454e-06,0.0005747731969070932,-0.00048674197169020774
60,14,44,middle__last,0.0001908198387051622,0.00011523359377558033,6.0659449081867935e-05
60,14,55,middle__last,-0.00013638259454940756,-9.383897219474117e-05,-3.949676562721531e-05
60,15,11,middle__last,-0.0010734192677773536,-0.0010332539444789291,-0.00013600727543234826
60,15,22,middle__last,-0.0007913494172195594,-0.0009197327735212941,4.374550577873985e-05
60,15,33,middle__last,5.866154873122771e-05,0.0003519419309062262,-0.00027605656068772075
60,15,44,middle__last,2.7549511287361383e-05,0.0001607407466508448,-7.788390309239427e-05
60,15,55,middle__last,-0.00017913023475557566,-0.0001244846653814117,-4.744133912026882e-05
60,0,11,minimum__first,-0.07765080115447441,0.010274590462601433,-0.029800855624489486
60,0,22,minimum__first,0.08837004532882323,0.04276948485833903,0.027372062349847206
60,0,33,minimum__first,-0.03377665599497656,0.10582187014709538,0.012295721358774851
60,0,44,minimum__first,0.5170380676204028,-0.01604714021086693,0.4728743176325224
60,0,55,minimum__first,0.08472512271643305,-0.0032391933413843314,0.09208452589421844
60,1,11,minimum__first,0.02868408171537643,-0.0034615047470045587,-0.17930880882389222
60,1,22,minimum__first,0.02322190759005025,-0.0066585933207534255,0.5107056040510846
60,1,33,minimum__first,0.6114392706852717,0.06738128294236959,0.42445077962086847
60,1,44,minimum__first,-0.025995744469886024,-0.08045714080023268,0.07090025721117854
60,1,55,minimum__first,0.44321258092531934,-0.008682676032185555,0.3932185321153762
60,2,11,minimum__first,-0.04505747553970044,0.020612394448835402,0.017741378501523287
60,2,22,minimum__first,-0.02762329679680988,-0.003830897877924144,-0.01891935378468285
60,2,33,minimum__first,0.06252183587057517,0.02887051725992933,0.0048204539188494286
60,2,44,minimum__first,1.047556588127433,0.04779088677217563,0.968893125175964
60,2,55,minimum__first,0.18117697579630962,0.0020136956785184643,0.15033660657936707
60,3,11,minimum__first,0.38043593175243584,0.018042863963637502,0.38160125629898783
60,3,22,minimum__first,-0.02635143304554125,-0.010802324193840225,-0.03457440121176963
60,3,33,minimum__first,-0.5427096105646342,-0.046503767646693936,-0.9593274208484217
60,3,44,minimum__first,0.1591677370093142,0.02738169444492087,0.11522777806967496
60,3,55,minimum__first,0.00932444913390403,-0.023547318131507684,0.049779699114151296
60,4,11,minimum__first,0.26542023398214953,0.009453251538798214,0.26692763013609994
60,4,22,minimum__first,-0.0001481317759801944,0.020808323783179126,0.01721487526471416
60,4,33,minimum__first,0.1308117800625041,0.005549058345301698,0.11150730622078603
60,4,44,minimum__first,0.1008440674515441,0.017977798679688326,0.0830296815916275
60,4,55,minimum__first,0.04695842505122225,-0.008044623839668929,0.052480924983198445
60,5,11,minimum__first,-2.173932430439163,-0.013416432387505969,-2.2034349947663334
60,5,22,minimum__first,-0.005290759331546724,0.00865381765179336,-0.023248087203440567
60,5,33,minimum__first,-0.051860062362781414,-0.016596392805998523,-0.04078264496056363
60,5,44,minimum__first,0.08510227689597134,0.09104150629912813,0.007871297646003465
60,5,55,minimum__first,0.07566113227512687,-0.02077597302850336,0.14041453917743638
60,6,11,minimum__first,0.00548035183455795,-0.012907268588120739,0.028710879346666236
60,6,22,minimum__first,-0.03981245953279237,-0.013798387523274868,-0.013368594029452651
60,6,33,minimum__first,0.015121966782802095,0.016773822849305967,-0.0011729200913881263
60,6,44,minimum__first,0.1606415645995488,-0.00786788152375569,0.18011288791894914
60,6,55,minimum__first,-0.030127632916749764,-0.014372380364996691,-0.026178475892326483
60,7,11,minimum__first,0.02229583888935546,0.0152406675935102,0.009479808170969288
60,7,22,minimum__first,-0.0041328350625311336,-0.003022799497315039,0.0022886733214060465
60,7,33,minimum__first,0.02653524463142579,0.012609023034262161,0.008323177722437928
60,7,44,minimum__first,-0.03107139844214544,0.02521665474244704,-0.03785247564082965
60,7,55,minimum__first,-0.0009089531338152786,-0.004956935959247251,0.002661349632156392
60,8,11,minimum__first,-0.02776948968724658,-0.016154740808997304,-0.012784948335805287
60,8,22,minimum__first,-0.004670671633599947,-0.01330505368920664,0.006785883804938445
60,8,33,minimum__first,0.0051400966631869474,-0.00554181724631538,0.0097856546092468
60,8,44,minimum__first,-0.027173254922187577,-0.015558463354439785,-0.01634693378970648
60,8,55,minimum__first,-0.031184814315444478,-0.003355593967717141,-0.03071625888114795
60,9,11,minimum__first,-0.004410070254622648,-0.0187422375427559,0.011356584161209564
60,9,22,minimum__first,0.0195884351618588,-0.01079812259801353,0.02681811492657289
60,9,33,minimum__first,-0.004398442983316878,-0.0011991057001675169,-0.0007611072350603838
60,9,44,minimum__first,-0.013127250852994621,-0.013140031136572361,1.7118516067663827e-05
60,9,55,minimum__first,0.02379214970084528,0.0037022304837591945,0.025908701207178333
60,10,11,minimum__first,0.001955928626315047,-0.016035749794294438,0.01909636613369609
60,10,22,minimum__first,-0.009149843753160287,-0.01200790861621499,0.0033424489044894773
60,10,33,minimum__first,0.00752220864718159,0.00673893210478127,-0.0006855642151397963
60,10,44,minimum__first,-0.019940083873613425,-0.011968408129177988,-0.008996443753130735
60,10,55,minimum__first,0.014224988105706871,0.019949524197727442,-0.002195577191499372
60,11,11,minimum__first,-0.0015488731907680631,-0.009438558136268208,0.0063994713438053925
60,11,22,minimum__first,0.002376245738317569,-0.0015899893129244446,0.004919083544518798
60,11,33,minimum__first,-0.0184765998662139,-0.0096795201767236,-0.008579852905434867
60,11,44,minimum__first,0.04894342150073498,0.020627546543255448,0.025656165574522067
60,11,55,minimum__first,-0.022523563203867523,0.008511402003932744,-0.02719158921390772
60,12,11,minimum__first,0.003050896622395764,-0.002109530463349074,0.00555223049595952
60,12,22,minimum__first,-0.01063319103171428,-0.004545038379728794,-0.005747265147510916
60,12,33,minimum__first,0.006456901858715961,0.0047190945246256884,0.0012796243148234983
60,12,44,minimum__first,-0.01568418965131665,0.0028833664837293327,-0.01948185241005073
60,12,55,minimum__first,0.031638670177198944,0.01923327400969962,0.008929874647098284
60,13,11,minimum__first,0.016347582642144212,0.0030275549623183908,0.015435300786824277
60,13,22,minimum__first,-0.0005317245105591913,-0.0013126909383572639,0.0014650870813056826
60,13,33,minimum__first,-0.009344657867526014,-0.004260255602033188,-0.005352864821907133
60,13,44,minimum__first,0.0007186335472700497,0.004620401708719631,-0.004780248086899519
60,13,55,minimum__first,0.00982099783529217,0.006412433763034642,0.0033594938693568112
60,14,11,minimum__first,0.007711381531165292,0.007882245385553687,0.0003193688190852602
60,14,22,minimum__first,-0.007587408848727743,-0.006387140361281732,-0.00224148395160834
60,14,33,minimum__first,0.002404471467404316,0.005206214524029444,-0.002952844905667007
60,14,44,minimum__first,-0.00885237727779895,-0.010608099699796487,0.0014041321196903785
60,14,55,minimum__first,0.007995777189110716,0.011215983936563135,-0.0032175108790397644
60,15,11,minimum__first,0.006475298075626293,0.003070034346698473,0.0033765132927025356
60,15,22,minimum__first,-0.010698480970071008,-0.00873836944034944,-0.0013097726856358348
60,15,33,minimum__first,-0.0007431710876214007,-0.0042080387705937024,0.0036425621481612326
60,15,44,minimum__first,0.006138064397964627,0.0053589862344476085,0.001041905302554369
60,15,55,minimum__first,-0.000999983741591374,0.00035148106593017777,-0.001866185440060993
60,0,11,minimum__last,-0.014438044209964574,0.0092723497771658,-0.023827145291337122
60,0,22,minimum__last,0.05869241787974412,0.04502983407195037,-0.00110276440391317
60,0,33,minimum__last,0.02748441188596189,0.1039351530217876,-0.005209166094815979
60,0,44,minimum__last,-1.6462595361595354,0.013030991722674419,-1.9126887067531546
60,0,55,minimum__last,0.08820737189768503,-0.0034530360950157045,0.09286734018241986
60,1,11,minimum__last,0.10153221449193855,0.009157757398982842,0.030813562540182225
60,1,22,minimum__last,0.5108578486445671,-0.013526559275730203,0.8080791133805179
60,1,33,minimum__last,0.5307914590851094,0.0571913917354929,0.4138806116185151
60,1,44,minimum__last,0.06357325762898351,-0.015570543496869505,0.07131930500424156
60,1,55,minimum__last,0.396890187896012,-0.009484436723869293,0.3888488139025867
60,2,11,minimum__last,-0.15839983923748757,0.026067111800269535,-0.15549339304755752
60,2,22,minimum__last,-0.099186865251977,-0.010579114795352023,-0.06498873471282422
60,2,33,minimum__last,0.022077142132911832,0.022573970110776522,0.01620368709942947
60,2,44,minimum__last,1.0386595823802054,0.047963440472570555,0.9488061307075744
60,2,55,minimum__last,0.213250444305595,0.001919067072837303,0.165374171664007
60,3,11,minimum__last,0.9255199605210994,0.01628279418218881,0.9780568481888622
60,3,22,minimum__last,-0.6211998817472097,-0.008556341065559536,-0.6592176505480893
60,3,33,minimum__last,-0.0927930117584765,-0.05668120599972705,0.005790558259468526
60,3,44,minimum__last,0.15412462698683763,0.027790100410735857,0.0791841792447182
60,3,55,minimum__last,-0.004107994108926505,-0.024117177775284895,0.048307864771535
60,4,11,minimum__last,0.12542381059611216,0.00916408901102841,0.0978632665743741
60,4,22,minimum__last,0.0004673314319613079,0.022814841428771614,0.015872592808833966
60,4,33,minimum__last,0.24703249462569754,0.005806221797441443,0.21779308773887654
60,4,44,minimum__last,0.10305041352597376,0.018368288156731676,0.08387830561259761
